"","Genome","Accession","Source.information","Topology","Taxonomy","Molecule.type","Genome.length","Number.of.proteins","Host","Date.completed","Date.updated","first.acc","n.overlaps","len.overlaps"
"6981","Cypovirus 5","['NC_010661', 'NC_010668', 'NC_010667', 'NC_010669', 'NC_010666', 'NC_010665', 'NC_010662', 'NC_010664', 'NC_010663', 'NC_010670']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus']","RNA",24818,10,"invertebrates","05/08/2008","08/13/2018","NC_010661",0,NA
"6982","Cypovirus 5","['NC_010661', 'NC_010668', 'NC_010667', 'NC_010669', 'NC_010666', 'NC_010665', 'NC_010662', 'NC_010664', 'NC_010663', 'NC_010670']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus']","RNA",24818,10,"invertebrates","05/08/2008","08/13/2018","NC_010661",0,NA
"6983","Cypovirus 5","['NC_010661', 'NC_010668', 'NC_010667', 'NC_010669', 'NC_010666', 'NC_010665', 'NC_010662', 'NC_010664', 'NC_010663', 'NC_010670']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus']","RNA",24818,10,"invertebrates","05/08/2008","08/13/2018","NC_010661",0,NA
"6984","Cypovirus 5","['NC_010661', 'NC_010668', 'NC_010667', 'NC_010669', 'NC_010666', 'NC_010665', 'NC_010662', 'NC_010664', 'NC_010663', 'NC_010670']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus']","RNA",24818,10,"invertebrates","05/08/2008","08/13/2018","NC_010661",0,NA
"6985","Cypovirus 5","['NC_010661', 'NC_010668', 'NC_010667', 'NC_010669', 'NC_010666', 'NC_010665', 'NC_010662', 'NC_010664', 'NC_010663', 'NC_010670']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus']","RNA",24818,10,"invertebrates","05/08/2008","08/13/2018","NC_010661",0,NA
"6986","Cypovirus 5","['NC_010661', 'NC_010668', 'NC_010667', 'NC_010669', 'NC_010666', 'NC_010665', 'NC_010662', 'NC_010664', 'NC_010663', 'NC_010670']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus']","RNA",24818,10,"invertebrates","05/08/2008","08/13/2018","NC_010661",0,NA
"6987","Cypovirus 5","['NC_010661', 'NC_010668', 'NC_010667', 'NC_010669', 'NC_010666', 'NC_010665', 'NC_010662', 'NC_010664', 'NC_010663', 'NC_010670']","-","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus']","RNA",24818,10,"invertebrates","05/08/2008","08/13/2018","NC_010661",0,NA
"6988","Cypripedium virus Y","NC_043146","isolate:CP","linear","['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']","RNA",1642,1,"plants","06/28/2019","06/28/2019","NC_043146",0,NA
"6989","Cyrtanthus elatus virus A","NC_017977","isolate:Marijiniup 7","linear","['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']","ss-RNA",9908,2,"plants","05/29/2012","08/13/2018","NC_017977",1,198
"6990","Dabieshan virus","['NC_038383', 'NC_038384']","strain:Yongjia-Nc-58","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Hantaviridae', 'Mammantavirinae', 'Orthohantavirus']","RNA",5348,2,"vertebrates, human","08/24/2018","08/24/2018","NC_038383",0,NA
"6991","Dabieshan virus","['NC_038383', 'NC_038384']","strain:Yongjia-Nc-58","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Hantaviridae', 'Mammantavirinae', 'Orthohantavirus']","RNA",5348,2,"vertebrates, human","08/24/2018","08/24/2018","NC_038383",0,NA
"6992","Dahlia latent viroid","NC_020160","isolate:4706174","linear","['Viruses', 'Riboviria', 'Pospiviroidae', 'Hostuviroid']","RNA",342,NA,"","01/24/2013","08/13/2018","NC_020160",NA,NA
"6993","Dak Nong virus","NC_038297","strain:HL30","linear","['Viruses', 'Riboviria', 'Nidovirales', 'Mesnidovirineae', 'Mesoniviridae', 'Hexponivirinae', 'Alphamesonivirus', 'Karsalivirus']","RNA",20307,6,"","08/24/2018","08/24/2018","NC_038297",3,272
"6994","Dakar bat virus","NC_043114","strain:209","linear","['Viruses', 'Riboviria', 'Flaviviridae', 'Flavivirus']","RNA",1011,1,"vertebrates, invertebrates, human","06/28/2019","06/28/2019","NC_043114",0,NA
"6995","Dandelion yellow mosaic virus","NC_043078","isolate:DSM2","linear","['Viruses', 'Riboviria', 'Picornavirales', 'Secoviridae', 'Sequivirus']","RNA",788,1,"plants","06/28/2019","06/28/2019","NC_043078",0,NA
"6996","Daphne mosaic virus","NC_008028","-","linear","['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']","ss-RNA",9548,2,"plants","05/16/2006","08/13/2018","NC_008028",1,216
"6997","Daphne virus S","NC_008020","strain:type strain: K","linear","['Viruses', 'Riboviria', 'Tymovirales', 'Betaflexiviridae', 'Quinvirinae', 'Carlavirus']","ss-RNA",8739,6,"plants","02/01/2005","08/13/2018","NC_008020",3,12.3333333333333
"6998","Daphne virus Y","NC_038984","isolate:SK","linear","['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']","RNA",9448,1,"plants","08/24/2018","08/24/2018","NC_038984",0,NA
"6999","Daphnis nerii cypovirus","['NC_040445', 'NC_040444', 'NC_040440', 'NC_040447', 'NC_040446', 'NC_040442', 'NC_040441', 'NC_040443']","isolate:Nanchang","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",18088,8,"invertebrates","02/12/2019","02/12/2019","NC_040445",0,NA
"7000","Daphnis nerii cypovirus","['NC_040445', 'NC_040444', 'NC_040440', 'NC_040447', 'NC_040446', 'NC_040442', 'NC_040441', 'NC_040443']","isolate:Nanchang","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",18088,8,"invertebrates","02/12/2019","02/12/2019","NC_040445",0,NA
"7001","Daphnis nerii cypovirus","['NC_040445', 'NC_040444', 'NC_040440', 'NC_040447', 'NC_040446', 'NC_040442', 'NC_040441', 'NC_040443']","isolate:Nanchang","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",18088,8,"invertebrates","02/12/2019","02/12/2019","NC_040445",0,NA
"7002","Daphnis nerii cypovirus","['NC_040445', 'NC_040444', 'NC_040440', 'NC_040447', 'NC_040446', 'NC_040442', 'NC_040441', 'NC_040443']","isolate:Nanchang","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",18088,8,"invertebrates","02/12/2019","02/12/2019","NC_040445",0,NA
"7003","Daphnis nerii cypovirus","['NC_040445', 'NC_040444', 'NC_040440', 'NC_040447', 'NC_040446', 'NC_040442', 'NC_040441', 'NC_040443']","isolate:Nanchang","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",18088,8,"invertebrates","02/12/2019","02/12/2019","NC_040445",0,NA
"7004","Daphnis nerii cypovirus","['NC_040445', 'NC_040444', 'NC_040440', 'NC_040447', 'NC_040446', 'NC_040442', 'NC_040441', 'NC_040443']","isolate:Nanchang","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",18088,8,"invertebrates","02/12/2019","02/12/2019","NC_040445",0,NA
"7005","Daphnis nerii cypovirus","['NC_040445', 'NC_040444', 'NC_040440', 'NC_040447', 'NC_040446', 'NC_040442', 'NC_040441', 'NC_040443']","isolate:Nanchang","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",18088,8,"invertebrates","02/12/2019","02/12/2019","NC_040445",0,NA
"7006","Daphnis nerii cypovirus","['NC_040445', 'NC_040444', 'NC_040440', 'NC_040447', 'NC_040446', 'NC_040442', 'NC_040441', 'NC_040443']","isolate:Nanchang","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",18088,8,"invertebrates","02/12/2019","02/12/2019","NC_040445",0,NA
"7007","Dasheen mosaic virus","NC_003537","isolate:M13","linear","['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']","ss-RNA",10038,2,"plants","10/10/2001","08/13/2018","NC_003537",1,282
"7008","Datura yellow vein nucleorhabdovirus","NC_028231","-","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Rhabdoviridae', 'Nucleorhabdovirus']","RNA",13188,6,"plants","11/03/2015","08/13/2018","NC_028231",0,NA
"7009","DeBrazza's monkey arterivirus","NC_026509","isolate:PREDICT-06530","linear","['Viruses', 'Riboviria', 'Nidovirales', 'Arnidovirineae', 'Arteriviridae', 'Simarterivirinae', 'Iotaarterivirus', 'Debiartevirus', 'Iotaarterivirus debrazmo']","RNA",15684,13,"vertebrates","02/26/2015","08/13/2018","NC_026509",12,615
"7010","Deformed wing virus","NC_004830","-","linear","['Viruses', 'Riboviria', 'Picornavirales', 'Iflaviridae', 'Iflavirus']","ss-RNA",10140,1,"invertebrates","12/15/2002","08/13/2018","NC_004830",0,NA
"7011","Delisea pulchra RNA virus","NC_029131","isolate:Delisea","linear","['Viruses', 'Riboviria', 'Picornavirales', 'unclassified Picornavirales']","RNA",9581,2,"algae","02/11/2016","08/13/2018","NC_029131",0,NA
"7012","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7013","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7014","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7015","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7016","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7017","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7018","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7019","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7020","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7021","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7022","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7023","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7024","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7025","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7026","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7027","Dendrolimus punctatus cypovirus 22","['NC_025840', 'NC_025852', 'NC_025853', 'NC_025850', 'NC_025841', 'NC_025851', 'NC_025849', 'NC_025848', 'NC_025842', 'NC_025847', 'NC_025846', 'NC_025844', 'NC_025843', 'NC_025839', 'NC_025845', 'NC_025838']","isolate:Macheng","linear","['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Cypovirus', 'unclassified Cypovirus']","RNA",32753,16,"invertebrates","12/10/2014","08/13/2018","NC_025840",0,NA
"7028","Dendrolimus punctatus virus","['NC_005898', 'NC_005899']","-","linear","['Viruses', 'Riboviria', 'Alphatetraviridae', 'Omegatetravirus']","RNA",7982,3,"invertebrates","06/14/2004","08/13/2018","NC_005898",0,NA
"7029","Dendrolimus punctatus virus","['NC_005898', 'NC_005899']","-","linear","['Viruses', 'Riboviria', 'Alphatetraviridae', 'Omegatetravirus']","RNA",7982,3,"invertebrates","06/14/2004","08/13/2018","NC_005898",0,NA
"7030","Dengue virus 1","NC_001477","type:1","linear","['Viruses', 'Riboviria', 'Flaviviridae', 'Flavivirus']","ss-RNA",10735,1,"vertebrates, invertebrates, human","02/28/1997","05/03/2019","NC_001477",0,NA
"7031","Dengue virus 2","NC_001474","strain:16681","linear","['Viruses', 'Riboviria', 'Flaviviridae', 'Flavivirus']","RNA",10723,1,"vertebrates, invertebrates, human","08/02/1993","07/11/2019","NC_001474",0,NA
"7032","Dengue virus 3","NC_001475","isolate:D3/H/IMTSSA-SRI/2000/1266","linear","['Viruses', 'Riboviria', 'Flaviviridae', 'Flavivirus']","RNA",10707,1,"vertebrates, invertebrates, human","08/02/1993","07/11/2019","NC_001475",0,NA
"7033","Dengue virus 4","NC_002640","-","linear","['Viruses', 'Riboviria', 'Flaviviridae', 'Flavivirus']","ss-RNA",10649,1,"vertebrates, invertebrates, human","01/03/2001","07/11/2019","NC_002640",0,NA
"7034","Dera Ghazi Khan orthonairovirus","['NC_034521', 'NC_034510', 'NC_034520']","isolate:JD254","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Nairoviridae', 'Orthonairovirus']","ss-RNA",18208,NA,"vertebrates, invertebrates, human","05/15/2017","08/13/2018","NC_034521",NA,NA
"7035","Dera Ghazi Khan orthonairovirus","['NC_034521', 'NC_034510', 'NC_034520']","isolate:JD254","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Nairoviridae', 'Orthonairovirus']","ss-RNA",18208,NA,"vertebrates, invertebrates, human","05/15/2017","08/13/2018","NC_034521",NA,NA
"7036","Dera Ghazi Khan orthonairovirus","['NC_034521', 'NC_034510', 'NC_034520']","isolate:JD254","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Nairoviridae', 'Orthonairovirus']","ss-RNA",18208,NA,"vertebrates, invertebrates, human","05/15/2017","08/13/2018","NC_034521",NA,NA
"7037","Desmodium yellow mottle virus","NC_038330","-","linear","['Viruses', 'Riboviria', 'Tymovirales', 'Tymoviridae', 'Tymovirus']","RNA",688,1,"invertebrates, plants","08/24/2018","08/24/2018","NC_038330",0,NA
"7038","Dhori thogotovirus","['NC_034261', 'NC_034263', 'NC_034254', 'NC_034255', 'NC_034256', 'NC_034262']","isolate:Dhori/1313/61","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Insthoviricetes', 'Articulavirales', 'Orthomyxoviridae', 'Thogotovirus']","RNA",10616,6,"vertebrates, invertebrates, human","04/05/2017","08/13/2018","NC_034261",0,NA
"7039","Dhori thogotovirus","['NC_034261', 'NC_034263', 'NC_034254', 'NC_034255', 'NC_034256', 'NC_034262']","isolate:Dhori/1313/61","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Insthoviricetes', 'Articulavirales', 'Orthomyxoviridae', 'Thogotovirus']","RNA",10616,6,"vertebrates, invertebrates, human","04/05/2017","08/13/2018","NC_034261",0,NA
"7040","Dhori thogotovirus","['NC_034261', 'NC_034263', 'NC_034254', 'NC_034255', 'NC_034256', 'NC_034262']","isolate:Dhori/1313/61","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Insthoviricetes', 'Articulavirales', 'Orthomyxoviridae', 'Thogotovirus']","RNA",10616,6,"vertebrates, invertebrates, human","04/05/2017","08/13/2018","NC_034261",0,NA
"7041","Dhori thogotovirus","['NC_034261', 'NC_034263', 'NC_034254', 'NC_034255', 'NC_034256', 'NC_034262']","isolate:Dhori/1313/61","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Insthoviricetes', 'Articulavirales', 'Orthomyxoviridae', 'Thogotovirus']","RNA",10616,6,"vertebrates, invertebrates, human","04/05/2017","08/13/2018","NC_034261",0,NA
"7042","Dhori thogotovirus","['NC_034261', 'NC_034263', 'NC_034254', 'NC_034255', 'NC_034256', 'NC_034262']","isolate:Dhori/1313/61","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Insthoviricetes', 'Articulavirales', 'Orthomyxoviridae', 'Thogotovirus']","RNA",10616,6,"vertebrates, invertebrates, human","04/05/2017","08/13/2018","NC_034261",0,NA
"7043","Dhori thogotovirus","['NC_034261', 'NC_034263', 'NC_034254', 'NC_034255', 'NC_034256', 'NC_034262']","isolate:Dhori/1313/61","linear","['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Insthoviricetes', 'Articulavirales', 'Orthomyxoviridae', 'Thogotovirus']","RNA",10616,6,"vertebrates, invertebrates, human","04/05/2017","08/13/2018","NC_034261",0,NA
