,Unnamed: 0,Genome,Accession,Source.information,Topology,Taxonomy,Molecule.type,Genome.length,Number.of.proteins,Host,Date.completed,Date.updated,first.acc,n.overlaps,len.overlaps,baltimore.class,family
5367,5368,Aichi virus 1,NC_001918,isolate:A846/88,linear,"['Viruses', 'Riboviria', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']",RNA,8251,1.0,human,07/09/1998,08/13/2018,NC_001918,0.0,,ss_RNA_+,Picornaviridae
5368,5369,Aichivirus B,NC_004421,strain:U-1,linear,"['Viruses', 'Riboviria', 'Picornavirales', 'Picornaviridae', 'Kobuvirus']",RNA,8374,1.0,vertebrates,11/18/2002,08/13/2018,NC_004421,0.0,,ss_RNA_+,Picornaviridae
5369,5370,Aimelvirus 2,NC_035198,strain:gpai002,linear,"['Viruses', 'Riboviria', 'Picornavirales', 'Picornaviridae']",RNA,8080,1.0,vertebrates,07/14/2017,08/13/2018,NC_035198,0.0,,ss_RNA_+,Picornaviridae
5370,5371,Aino virus,"['NC_018465', 'NC_018460', 'NC_018459']",isolate:38K,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Orthobunyavirus', 'Aino orthobunyavirus']",RNA,12135,4.0,"vertebrates, invertebrates, human",08/20/2012,08/13/2018,NC_018465,0.0,,ss_RNA_-,Peribunyaviridae
5371,5372,Aino virus,"['NC_018465', 'NC_018460', 'NC_018459']",isolate:38K,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Orthobunyavirus', 'Aino orthobunyavirus']",RNA,12135,4.0,"vertebrates, invertebrates, human",08/20/2012,08/13/2018,NC_018465,0.0,,ss_RNA_-,Peribunyaviridae
5372,5373,Aino virus,"['NC_018465', 'NC_018460', 'NC_018459']",isolate:38K,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Orthobunyavirus', 'Aino orthobunyavirus']",RNA,12135,4.0,"vertebrates, invertebrates, human",08/20/2012,08/13/2018,NC_018465,0.0,,ss_RNA_-,Peribunyaviridae
5373,5374,Akabane virus,"['NC_009894', 'NC_009895', 'NC_009896']",strain:OBE-1,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Orthobunyavirus']",RNA,12035,4.0,"vertebrates, invertebrates, human",10/05/2007,08/13/2018,NC_009894,0.0,,ss_RNA_-,Peribunyaviridae
5374,5375,Akabane virus,"['NC_009894', 'NC_009895', 'NC_009896']",strain:OBE-1,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Orthobunyavirus']",RNA,12035,4.0,"vertebrates, invertebrates, human",10/05/2007,08/13/2018,NC_009894,0.0,,ss_RNA_-,Peribunyaviridae
5375,5376,Akabane virus,"['NC_009894', 'NC_009895', 'NC_009896']",strain:OBE-1,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Orthobunyavirus']",cRNA,12035,4.0,"vertebrates, invertebrates, human",10/05/2007,08/13/2018,NC_009894,0.0,,ss_RNA_-,Peribunyaviridae
5376,5377,Alajuela virus,"['NC_038717', 'NC_038716', 'NC_038715']",strain:MARU 11079,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Orthobunyavirus']",RNA,13166,4.0,"vertebrates, invertebrates, human",08/24/2018,08/24/2018,NC_038717,0.0,,ss_RNA_-,Peribunyaviridae
5377,5378,Alajuela virus,"['NC_038717', 'NC_038716', 'NC_038715']",strain:MARU 11079,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Orthobunyavirus']",RNA,13166,4.0,"vertebrates, invertebrates, human",08/24/2018,08/24/2018,NC_038717,0.0,,ss_RNA_-,Peribunyaviridae
5378,5379,Alajuela virus,"['NC_038717', 'NC_038716', 'NC_038715']",strain:MARU 11079,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Orthobunyavirus']",RNA,13166,4.0,"vertebrates, invertebrates, human",08/24/2018,08/24/2018,NC_038717,0.0,,ss_RNA_-,Peribunyaviridae
5379,5380,Alfalfa dwarf virus,NC_028237,isolate:Manfredi,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Rhabdoviridae', 'Cytorhabdovirus']",ss-RNA,14494,7.0,plants,11/03/2015,01/18/2019,NC_028237,0.0,,ss_RNA_-,Rhabdoviridae
5380,5381,Alfalfa enamovirus 1,NC_029993,isolate:Manfredi,linear,"['Viruses', 'Riboviria', 'Luteoviridae', 'Enamovirus']",RNA,5726,5.0,plants,04/29/2016,08/13/2018,NC_029993,4.0,1131.5,ss_RNA_+,Luteoviridae
5381,5382,Alfalfa latent virus,NC_026616,isolate:ATCC PV-264; culture-collection:ATCC:PV-264,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Betaflexiviridae', 'Quinvirinae', 'Carlavirus']",RNA,8041,5.0,plants,03/06/2015,08/13/2018,NC_026616,2.0,21.0,ss_RNA_+,Betaflexiviridae
5382,5383,Pea streak virus,NC_027527,isolate:VRS-541,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Betaflexiviridae', 'Quinvirinae', 'Carlavirus']",ss-RNA,8041,6.0,plants,07/20/2015,08/13/2018,NC_027527,3.0,62.6666666666667,ss_RNA_+,Betaflexiviridae
5383,5384,Alfalfa mosaic virus,"['NC_002025', 'NC_002024', 'NC_001495']",strain:425 Madison,linear,"['Viruses', 'Riboviria', 'Bromoviridae', 'Alfamovirus']",ss-RNA,8274,4.0,plants,08/02/1993,08/13/2018,NC_002025,0.0,,ss_RNA_+,Bromoviridae
5384,5385,Alfalfa mosaic virus,"['NC_002025', 'NC_002024', 'NC_001495']",strain:425 Madison,linear,"['Viruses', 'Riboviria', 'Bromoviridae', 'Alfamovirus']",ss-RNA,8274,4.0,plants,08/02/1993,08/13/2018,NC_002025,0.0,,ss_RNA_+,Bromoviridae
5385,5386,Alfalfa mosaic virus,"['NC_002025', 'NC_002024', 'NC_001495']",strain:425 Madison,linear,"['Viruses', 'Riboviria', 'Bromoviridae', 'Alfamovirus']",ss-RNA,8274,4.0,plants,08/02/1993,08/13/2018,NC_002025,0.0,,ss_RNA_+,Bromoviridae
5386,5387,Alfalfa virus F,NC_040565,isolate:SM-1_C50,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Tymoviridae', 'Marafivirus']",RNA,6818,1.0,"invertebrates, plants",02/12/2019,02/12/2019,NC_040565,0.0,,ss_RNA_+,Tymoviridae
5387,5388,Alfalfa virus S,NC_034622,isolate:98.3A,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Alphaflexiviridae', 'Allexivirus']",ss-RNA,8349,6.0,plants,05/24/2017,08/13/2018,NC_034622,4.0,76.25,ss_RNA_+,Alphaflexiviridae
5388,5389,Algerian watermelon mosaic virus,NC_010736,isolate:H4,linear,"['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']",ss-RNA,9842,2.0,plants,05/21/2008,08/13/2018,NC_010736,1.0,180.0,ss_RNA_+,Potyviridae
5389,5390,Allium cepa amalgavirus 1,NC_036580,strain:AcAV1-OH1,linear,"['Viruses', 'Riboviria', 'Amalgaviridae', 'Amalgavirus']",RNA,3453,2.0,plants,01/13/2018,08/13/2018,NC_036580,1.0,1175.0,ds_RNA,Amalgaviridae
5390,5391,Allium cepa amalgavirus 2,NC_036581,strain:AcAV2-DH5225,linear,"['Viruses', 'Riboviria', 'Amalgaviridae', 'Amalgavirus']",RNA,3453,2.0,plants,01/13/2018,08/13/2018,NC_036581,1.0,1172.0,ds_RNA,Amalgaviridae
5391,5392,Allium virus X,NC_012211,-,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']",ss-RNA,7118,5.0,plants,03/12/2009,08/13/2018,NC_012211,3.0,53.0,ss_RNA_+,Alphaflexiviridae
5392,5393,Allpahuayo mammarenavirus,"['NC_010253', 'NC_010249']",strain:CLHP-2472,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Arenaviridae', 'Mammarenavirus']",RNA,10396,4.0,"vertebrates, human",01/14/2008,08/13/2018,NC_010253,0.0,,ss_RNA_-,Arenaviridae
5393,5394,Allpahuayo mammarenavirus,"['NC_010253', 'NC_010249']",strain:CLHP-2472,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Arenaviridae', 'Mammarenavirus']",RNA,10396,4.0,"vertebrates, human",01/14/2008,08/13/2018,NC_010253,0.0,,ss_RNA_-,Arenaviridae
5394,5395,Almpiwar virus,NC_025391,isolate:MRM4059,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Rhabdoviridae', 'Sripuvirus']",cRNA,11156,8.0,vertebrates,10/31/2014,08/13/2018,NC_025391,3.0,223.333333333333,ss_RNA_-,Rhabdoviridae
5395,5396,Oak-Vale virus,NC_025399,strain:CSIRO 1342,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Rhabdoviridae', 'Sripuvirus']",ss-RNA,11220,7.0,invertebrates,10/31/2014,08/13/2018,NC_025399,1.0,276.0,ss_RNA_-,Rhabdoviridae
5396,5397,Alpinia mosaic virus,NC_043132,-,linear,"['Viruses', 'Riboviria', 'Potyviridae', 'Macluravirus']",RNA,1731,1.0,plants,06/28/2019,06/28/2019,NC_043132,0.0,,ss_RNA_+,Potyviridae
5397,5398,Alstroemeria mosaic virus,NC_043135,isolate:O1,linear,"['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']",RNA,1867,1.0,plants,06/28/2019,06/28/2019,NC_043135,0.0,,ss_RNA_+,Potyviridae
5398,5399,Alstroemeria virus X,NC_007408,-,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']",ss-RNA,7009,5.0,plants,09/16/2005,08/13/2018,NC_007408,2.0,101.0,ss_RNA_+,Alphaflexiviridae
5399,5400,Alstroemeria yellow spot virus,"['NC_040741', 'NC_040743', 'NC_040742']",isolate:Als-2000,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Tospovirus']",RNA,16396,5.0,"invertebrates, plants",02/12/2019,06/04/2019,NC_040741,0.0,,ss_RNA_-,Peribunyaviridae
5400,5401,Alstroemeria yellow spot virus,"['NC_040741', 'NC_040743', 'NC_040742']",isolate:Als-2000,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Tospovirus']",RNA,16396,5.0,"invertebrates, plants",02/12/2019,06/04/2019,NC_040741,0.0,,ss_RNA_-,Peribunyaviridae
5401,5402,Alstroemeria yellow spot virus,"['NC_040741', 'NC_040743', 'NC_040742']",isolate:Als-2000,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Peribunyaviridae', 'Tospovirus']",RNA,16396,5.0,"invertebrates, plants",02/12/2019,06/04/2019,NC_040741,0.0,,ss_RNA_-,Peribunyaviridae
5402,5403,Alternanthera mild mosaic virus,NC_043136,-,linear,"['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']",RNA,1772,1.0,plants,06/28/2019,06/28/2019,NC_043136,0.0,,ss_RNA_+,Potyviridae
5403,5404,Alternanthera mosaic virus,NC_007731,-,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']",RNA,6607,5.0,plants,01/25/2006,08/13/2018,NC_007731,3.0,43.0,ss_RNA_+,Alphaflexiviridae
5404,5405,Alternaria alternata chrysovirus 1,"['NC_040739', 'NC_040738', 'NC_040736', 'NC_040737', 'NC_040740']",strain:AaCV1,linear,"['Viruses', 'Riboviria', 'Chrysoviridae', 'Betachrysovirus', 'Alternaria alternata chrysovirus']",RNA,12897,5.0,fungi,02/12/2019,02/12/2019,NC_040739,0.0,,ds_RNA,Chrysoviridae
5405,5406,Alternaria alternata chrysovirus 1,"['NC_040739', 'NC_040738', 'NC_040736', 'NC_040737', 'NC_040740']",strain:AaCV1,linear,"['Viruses', 'Riboviria', 'Chrysoviridae', 'Betachrysovirus', 'Alternaria alternata chrysovirus']",RNA,12897,5.0,fungi,02/12/2019,02/12/2019,NC_040739,0.0,,ds_RNA,Chrysoviridae
5406,5407,Alternaria alternata chrysovirus 1,"['NC_040739', 'NC_040738', 'NC_040736', 'NC_040737', 'NC_040740']",strain:AaCV1,linear,"['Viruses', 'Riboviria', 'Chrysoviridae', 'Betachrysovirus', 'Alternaria alternata chrysovirus']",RNA,12897,5.0,fungi,02/12/2019,02/12/2019,NC_040739,0.0,,ds_RNA,Chrysoviridae
5407,5408,Alternaria alternata chrysovirus 1,"['NC_040739', 'NC_040738', 'NC_040736', 'NC_040737', 'NC_040740']",strain:AaCV1,linear,"['Viruses', 'Riboviria', 'Chrysoviridae', 'Betachrysovirus', 'Alternaria alternata chrysovirus']",RNA,12897,5.0,fungi,02/12/2019,02/12/2019,NC_040739,0.0,,ds_RNA,Chrysoviridae
5408,5409,Alternaria alternata chrysovirus 1,"['NC_040739', 'NC_040738', 'NC_040736', 'NC_040737', 'NC_040740']",strain:AaCV1,linear,"['Viruses', 'Riboviria', 'Chrysoviridae', 'Betachrysovirus', 'Alternaria alternata chrysovirus']",RNA,12897,5.0,fungi,02/12/2019,02/12/2019,NC_040739,0.0,,ds_RNA,Chrysoviridae
5409,5410,Alternaria alternata virus 1,"['NC_010990', 'NC_010991', 'NC_010989', 'NC_010984']",-,linear,"['Viruses', 'Riboviria', 'dsRNA viruses']",RNA,10357,4.0,fungi,06/18/2008,08/13/2018,NC_010990,0.0,,Unknown,Unknown
5410,5411,Alternaria alternata virus 1,"['NC_010990', 'NC_010991', 'NC_010989', 'NC_010984']",-,linear,"['Viruses', 'Riboviria', 'dsRNA viruses']",RNA,10357,4.0,fungi,06/18/2008,08/13/2018,NC_010990,0.0,,Unknown,Unknown
5411,5412,Alternaria alternata virus 1,"['NC_010990', 'NC_010991', 'NC_010989', 'NC_010984']",-,linear,"['Viruses', 'Riboviria', 'dsRNA viruses']",RNA,10357,4.0,fungi,06/18/2008,08/13/2018,NC_010990,0.0,,Unknown,Unknown
5412,5413,Alternaria alternata virus 1,"['NC_010990', 'NC_010991', 'NC_010989', 'NC_010984']",-,linear,"['Viruses', 'Riboviria', 'dsRNA viruses']",ds-RNA,10357,4.0,fungi,06/18/2008,08/13/2018,NC_010990,0.0,,Unknown,Unknown
5413,5414,Alternaria arborescens mitovirus 1,NC_030747,-,linear,"['Viruses', 'Riboviria', 'Narnaviridae', 'Mitovirus', 'unclassified Mitovirus']",RNA,2506,1.0,fungi,08/16/2016,08/13/2018,NC_030747,0.0,,ss_RNA_+,Narnaviridae
5414,5415,Alternaria arborescens victorivirus 1,NC_040793,-,linear,"['Viruses', 'Riboviria', 'Totiviridae', 'Victorivirus', 'unclassified Victorivirus']",RNA,5206,2.0,fungi,02/12/2019,02/12/2019,NC_040793,1.0,4.0,ds_RNA,Totiviridae
5415,5416,Alternaria brassicicola betaendornavirus 1,NC_026136,isolate:1,linear,"['Viruses', 'Riboviria', 'Endornaviridae', 'Betaendornavirus']",RNA,10290,1.0,fungi,01/12/2015,08/13/2018,NC_026136,0.0,,ds_RNA,Endornaviridae
5416,5417,Alternaria longipes dsRNA virus 1,NC_024703,strain:HN28,linear,"['Viruses', 'Riboviria', 'dsRNA viruses']",RNA,3415,2.0,fungi,08/21/2014,08/13/2018,NC_024703,0.0,,Unknown,Unknown
5417,5418,Amaranthus leaf mottle virus,NC_043420,isolate:I,linear,"['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']",RNA,1777,1.0,plants,09/28/2006,06/28/2019,NC_043420,0.0,,ss_RNA_+,Potyviridae
5418,5419,Amasya cherry disease associated chrysovirus,"['NC_009944', 'NC_009945', 'NC_009946', 'NC_009947']",-,linear,"['Viruses', 'Riboviria', 'Chrysoviridae', 'Alphachrysovirus']",RNA,11858,4.0,fungi,09/10/2004,08/13/2018,NC_009944,0.0,,ds_RNA,Chrysoviridae
5419,5420,Amasya cherry disease associated chrysovirus,"['NC_009944', 'NC_009945', 'NC_009946', 'NC_009947']",-,linear,"['Viruses', 'Riboviria', 'Chrysoviridae', 'Alphachrysovirus']",RNA,11858,4.0,fungi,09/10/2004,08/13/2018,NC_009944,0.0,,ds_RNA,Chrysoviridae
5420,5421,Amasya cherry disease associated chrysovirus,"['NC_009944', 'NC_009945', 'NC_009946', 'NC_009947']",-,linear,"['Viruses', 'Riboviria', 'Chrysoviridae', 'Alphachrysovirus']",RNA,11858,4.0,fungi,09/10/2004,08/13/2018,NC_009944,0.0,,ds_RNA,Chrysoviridae
5421,5422,Amasya cherry disease associated chrysovirus,"['NC_009944', 'NC_009945', 'NC_009946', 'NC_009947']",-,linear,"['Viruses', 'Riboviria', 'Chrysoviridae', 'Alphachrysovirus']",RNA,11858,4.0,fungi,09/10/2004,08/13/2018,NC_009944,0.0,,ds_RNA,Chrysoviridae
5422,5423,Amasya cherry disease-associated mycovirus,"['NC_006441', 'NC_006440']",-,linear,"['Viruses', 'Riboviria', 'Partitiviridae', 'Alphapartitivirus']",RNA,3841,2.0,fungi,09/10/2004,08/13/2018,NC_006441,0.0,,ds_RNA,Partitiviridae
5423,5424,Amasya cherry disease-associated mycovirus,"['NC_006441', 'NC_006440']",-,linear,"['Viruses', 'Riboviria', 'Partitiviridae', 'Alphapartitivirus']",RNA,3841,2.0,fungi,09/10/2004,08/13/2018,NC_006441,0.0,,ds_RNA,Partitiviridae
5424,5425,Amazon lily mild mottle virus,"['NC_018404', 'NC_018402', 'NC_018403']",strain:Japan,linear,"['Viruses', 'Riboviria', 'Bromoviridae', 'Anulavirus']",RNA,8206,4.0,plants,08/13/2012,08/13/2018,NC_018404,0.0,,ss_RNA_+,Bromoviridae
5425,5426,Amazon lily mild mottle virus,"['NC_018404', 'NC_018402', 'NC_018403']",strain:Japan,linear,"['Viruses', 'Riboviria', 'Bromoviridae', 'Anulavirus']",RNA,8206,4.0,plants,08/13/2012,08/13/2018,NC_018404,0.0,,ss_RNA_+,Bromoviridae
5426,5427,Amazon lily mild mottle virus,"['NC_018404', 'NC_018402', 'NC_018403']",strain:Japan,linear,"['Viruses', 'Riboviria', 'Bromoviridae', 'Anulavirus']",RNA,8206,4.0,plants,08/13/2012,08/13/2018,NC_018404,0.0,,ss_RNA_+,Bromoviridae
5427,5428,Amazon lily mosaic virus,NC_043137,-,linear,"['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']",RNA,1298,1.0,plants,06/28/2019,06/28/2019,NC_043137,0.0,,ss_RNA_+,Potyviridae
5428,5429,Ambe virus,"['NC_033845', 'NC_033835', 'NC_033844']",strain:BeAr407981,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Phenuiviridae', 'Phlebovirus', 'unclassified Phlebovirus']",RNA,12639,4.0,"vertebrates, invertebrates, human",02/27/2017,08/13/2018,NC_033845,0.0,,ss_RNA_-,Phenuiviridae
5429,5430,Ambe virus,"['NC_033845', 'NC_033835', 'NC_033844']",strain:BeAr407981,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Phenuiviridae', 'Phlebovirus', 'unclassified Phlebovirus']",RNA,12639,4.0,"vertebrates, invertebrates, human",02/27/2017,08/13/2018,NC_033845,0.0,,ss_RNA_-,Phenuiviridae
5430,5431,Ambe virus,"['NC_033845', 'NC_033835', 'NC_033844']",strain:BeAr407981,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Phenuiviridae', 'Phlebovirus', 'unclassified Phlebovirus']",RNA,12639,4.0,"vertebrates, invertebrates, human",02/27/2017,08/13/2018,NC_033845,0.0,,ss_RNA_-,Phenuiviridae
5431,5432,American bat vesiculovirus TFFN-2013,NC_022755,isolate:liver2008,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Rhabdoviridae', 'Vesiculovirus']",cRNA,10692,5.0,vertebrates,11/06/2013,08/13/2018,NC_022755,0.0,,ss_RNA_-,Rhabdoviridae
5432,5433,American grass carp reovirus,"['NC_010585', 'NC_010594', 'NC_010593', 'NC_010584', 'NC_010591', 'NC_010586', 'NC_010587', 'NC_010592', 'NC_010588', 'NC_010589', 'NC_010590']",strain:AGCRV_PB01-155,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Aquareovirus']",RNA,23576,12.0,vertebrates,04/11/2008,08/13/2018,NC_010585,0.0,,ds_RNA,Reoviridae
5433,5434,American grass carp reovirus,"['NC_010585', 'NC_010594', 'NC_010593', 'NC_010584', 'NC_010591', 'NC_010586', 'NC_010587', 'NC_010592', 'NC_010588', 'NC_010589', 'NC_010590']",strain:AGCRV_PB01-155,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Aquareovirus']",RNA,23576,12.0,vertebrates,04/11/2008,08/13/2018,NC_010585,0.0,,ds_RNA,Reoviridae
5434,5435,American grass carp reovirus,"['NC_010585', 'NC_010594', 'NC_010593', 'NC_010584', 'NC_010591', 'NC_010586', 'NC_010587', 'NC_010592', 'NC_010588', 'NC_010589', 'NC_010590']",strain:AGCRV_PB01-155,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Aquareovirus']",RNA,23576,12.0,vertebrates,04/11/2008,08/13/2018,NC_010585,0.0,,ds_RNA,Reoviridae
5435,5436,American grass carp reovirus,"['NC_010585', 'NC_010594', 'NC_010593', 'NC_010584', 'NC_010591', 'NC_010586', 'NC_010587', 'NC_010592', 'NC_010588', 'NC_010589', 'NC_010590']",strain:AGCRV_PB01-155,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Aquareovirus']",RNA,23576,12.0,vertebrates,04/11/2008,08/13/2018,NC_010585,0.0,,ds_RNA,Reoviridae
5436,5437,American grass carp reovirus,"['NC_010585', 'NC_010594', 'NC_010593', 'NC_010584', 'NC_010591', 'NC_010586', 'NC_010587', 'NC_010592', 'NC_010588', 'NC_010589', 'NC_010590']",strain:AGCRV_PB01-155,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Aquareovirus']",RNA,23576,12.0,vertebrates,04/11/2008,08/13/2018,NC_010585,0.0,,ds_RNA,Reoviridae
5437,5438,American grass carp reovirus,"['NC_010585', 'NC_010594', 'NC_010593', 'NC_010584', 'NC_010591', 'NC_010586', 'NC_010587', 'NC_010592', 'NC_010588', 'NC_010589', 'NC_010590']",strain:AGCRV_PB01-155,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Aquareovirus']",RNA,23576,12.0,vertebrates,04/11/2008,08/13/2018,NC_010585,0.0,,ds_RNA,Reoviridae
5438,5439,American grass carp reovirus,"['NC_010585', 'NC_010594', 'NC_010593', 'NC_010584', 'NC_010591', 'NC_010586', 'NC_010587', 'NC_010592', 'NC_010588', 'NC_010589', 'NC_010590']",strain:AGCRV_PB01-155,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Aquareovirus']",RNA,23576,12.0,vertebrates,04/11/2008,08/13/2018,NC_010585,0.0,,ds_RNA,Reoviridae
5439,5440,American grass carp reovirus,"['NC_010585', 'NC_010594', 'NC_010593', 'NC_010584', 'NC_010591', 'NC_010586', 'NC_010587', 'NC_010592', 'NC_010588', 'NC_010589', 'NC_010590']",strain:AGCRV_PB01-155,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Aquareovirus']",RNA,23576,12.0,vertebrates,04/11/2008,08/13/2018,NC_010585,0.0,,ds_RNA,Reoviridae
5440,5441,American grass carp reovirus,"['NC_010585', 'NC_010594', 'NC_010593', 'NC_010584', 'NC_010591', 'NC_010586', 'NC_010587', 'NC_010592', 'NC_010588', 'NC_010589', 'NC_010590']",strain:AGCRV_PB01-155,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Aquareovirus']",RNA,23576,12.0,vertebrates,04/11/2008,08/13/2018,NC_010585,0.0,,ds_RNA,Reoviridae
5441,5442,American grass carp reovirus,"['NC_010585', 'NC_010594', 'NC_010593', 'NC_010584', 'NC_010591', 'NC_010586', 'NC_010587', 'NC_010592', 'NC_010588', 'NC_010589', 'NC_010590']",strain:AGCRV_PB01-155,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Aquareovirus']",RNA,23576,12.0,vertebrates,04/11/2008,08/13/2018,NC_010585,0.0,,ds_RNA,Reoviridae
5442,5443,American grass carp reovirus,"['NC_010585', 'NC_010594', 'NC_010593', 'NC_010584', 'NC_010591', 'NC_010586', 'NC_010587', 'NC_010592', 'NC_010588', 'NC_010589', 'NC_010590']",strain:AGCRV_PB01-155,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Aquareovirus']",RNA,23576,12.0,vertebrates,04/11/2008,08/13/2018,NC_010585,0.0,,ds_RNA,Reoviridae
5443,5444,American hop latent virus,NC_017859,isolate:Bittergold,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Betaflexiviridae', 'Quinvirinae', 'Carlavirus']",ss-RNA,8601,6.0,plants,05/05/2012,08/13/2018,NC_017859,3.0,33.6666666666667,ss_RNA_+,Betaflexiviridae
5444,5445,American plum line pattern virus,"['NC_003452', 'NC_003453', 'NC_003451']",-,linear,"['Viruses', 'Riboviria', 'Bromoviridae', 'Ilarvirus']",RNA,7830,4.0,plants,03/02/2001,08/13/2018,NC_003452,0.0,,ss_RNA_+,Bromoviridae
5445,5446,American plum line pattern virus,"['NC_003452', 'NC_003453', 'NC_003451']",-,linear,"['Viruses', 'Riboviria', 'Bromoviridae', 'Ilarvirus']",RNA,7830,4.0,plants,03/02/2001,08/13/2018,NC_003452,0.0,,ss_RNA_+,Bromoviridae
5446,5447,American plum line pattern virus,"['NC_003452', 'NC_003453', 'NC_003451']",-,linear,"['Viruses', 'Riboviria', 'Bromoviridae', 'Ilarvirus']",RNA,7830,4.0,plants,03/02/2001,08/13/2018,NC_003452,0.0,,ss_RNA_+,Bromoviridae
